0,6
0,8
0,9
0,14
0,17
1,4
1,16
1,19
1,27
1,28
1,30
1,31
2,1
2,4
2,6
2,13
2,16
2,19
2,34
3,2
3,8
3,12
3,13
3,23
3,24
3,34
4,10
4,13
4,16
5,1
5,6
5,15
5,16
5,18
5,20
5,24
5,26
6,0
6,1
6,7
6,9
6,18
6,21
6,22
6,25
6,33
6,34
7,6
7,12
7,13
7,19
7,20
7,23
7,24
7,25
7,26
7,33
8,6
8,7
8,12
8,20
8,30
8,31
8,32
8,33
9,1
9,6
9,7
9,10
9,12
9,14
9,17
9,30
9,31
10,15
10,20
10,22
10,24
10,33
11,6
11,9
11,13
11,21
11,24
11,25
11,30
11,31
12,2
12,5
12,7
12,16
12,19
12,30
12,33
13,2
13,5
13,18
13,21
13,24
13,30
13,32
14,16
14,22
14,24
14,27
14,32
15,0
15,4
15,5
15,9
15,12
15,19
15,21
15,24
16,4
16,9
16,12
16,18
16,19
16,24
17,11
17,30
17,31
18,2
18,17
18,26
18,28
18,29
19,1
19,6
19,10
19,15
19,16
19,22
19,23
20,1
20,4
20,21
20,25
21,2
21,3
21,7
21,11
21,14
21,20
21,22
22,0
22,3
22,9
22,12
22,14
22,17
22,18
23,2
23,3
23,12
23,15
23,29
23,31
23,33
24,6
24,10
24,11
24,13
24,14
24,15
24,16
24,17
24,20
24,21
24,22
24,27
24,33
25,1
25,11
25,12
25,14
25,16
25,29
26,1
26,7
26,13
26,19
26,22
26,28
27,2
27,4
27,10
27,13
27,22
27,26
27,29
28,5
28,9
28,14
28,25
28,27
28,30
28,32
29,0
29,8
29,14
29,27
30,2
30,3
30,15
30,19
30,21
30,24
30,29
30,32
31,3
31,12
31,34
32,0
32,2
32,4
32,7
32,8
32,9
32,15
32,17
32,18
32,22
32,23
32,33
33,1
33,5
33,17
33,18
33,29
33,31
34,2
34,5
34,8
34,14
34,22
34,28
