61.262,63.389
76.007,44.719
31.929,65.892
94.689,48.678
19.262,52.385
38.018,48.139
47.018,44.045
22.026,34.013
33.728,37.756
50.486,19.921
57.507,78.641
32.357,86.507
8.3394,30.068
25.489,21.865
67.889,98.106
101.94,30.118
56.267,45.601
60.378,34.487
25.385,10.611
103.47,51.06
104.16,84.241
8.7349,76.004
78.595,72.513
85.237,30.803
45.086,97.093
39.802,68.864
99.02,98.91
67.159,41.257
98.436,11.318
25.93,41.653
48.386,62.857
12.874,63.273
89.871,80.826
39.642,77.962
70.526,62.306
51.904,36.743
84.241,65.606
42.726,17.215
77.44,33.678
35.939,102.62
91.717,105.15
66.247,76.664
66.158,19.612
13.765,105.98
35.322,23.195
92.637,58.6
99.107,77.963
65.605,89.063
48.384,106.84
59.141,14.061
83.223,18.986
60.464,105.27
37.146,93.036
21.381,75.146
11.294,13.386
46.265,86.964
79.166,95.148
105.48,15.597
66.702,49.389
83.877,107.52
27.58,107.24
80.886,57.835
26.384,57.795
104.24,61.507
13.145,38.435
79.241,9.6675
95.718,86.485
54.495,89.398
8.9333,99.503
84.211,42.757
