89.472,98.579
20.699,99.338
71.236,17.754
35.85,62.688
103.75,104.49
103.72,56.538
88.028,22.189
50.176,99.574
75.874,83.774
82.313,47.223
78.605,11.183
35.692,12.617
17.713,90.346
77.483,39.71
103.02,11.445
51.874,46.156
84.552,87.52
26.687,56.976
52.559,72.631
35.603,75.97
103.97,42.039
66.527,30.381
83.127,33.51
58.596,77.908
62.722,21.862
22.929,33.751
92.072,33.428
69.604,55.329
43.166,91.083
66.526,62.972
46.045,64.782
15.585,13.395
61.08,85.917
101.4,20.991
9.1902,41.712
24.565,68.198
53.054,16.382
30.898,99.334
61.834,107.61
15.818,52.268
8.4634,85.491
33.987,88.007
22.554,21.607
94.929,65.97
31.992,20.332
57.086,56.925
44.925,19.12
32.169,48.391
90.119,9.5403
12.302,24.899
62.701,37.632
76.678,26.351
100.94,85.571
55.092,31.049
39.11,100.34
68.284,79.122
37.668,39.878
56.861,65.853
44.744,106.8
11.774,96.517
