0,5
0,7
0,8
0,10
1,0
1,3
1,7
1,20
1,21
1,24
1,29
1,31
2,4
2,7
2,15
2,25
2,27
3,0
3,11
3,15
3,16
3,18
3,23
3,25
3,27
3,31
4,1
4,7
4,9
4,21
4,22
4,29
5,0
5,2
5,3
5,19
5,21
5,22
5,23
5,34
6,2
6,16
6,29
7,15
7,17
7,20
7,23
7,27
7,34
8,3
8,4
8,5
8,6
8,7
8,10
8,20
8,21
8,30
8,31
9,4
9,7
9,8
9,13
9,15
9,17
9,19
9,26
10,12
10,13
10,15
10,20
10,23
10,27
10,29
10,33
11,0
11,4
11,17
11,21
11,30
12,1
12,4
12,18
12,19
12,34
13,3
13,5
13,10
13,11
13,12
13,14
13,21
13,23
13,24
13,30
13,33
14,0
14,3
14,7
14,10
14,11
14,17
14,21
14,23
15,5
15,8
15,18
15,34
16,3
16,6
16,8
16,14
16,17
16,22
16,23
16,24
16,28
16,34
17,0
17,6
17,9
17,19
17,20
17,26
18,1
18,6
18,7
18,11
18,12
18,24
18,28
18,31
19,3
19,8
19,9
19,10
19,12
19,14
19,15
19,18
19,33
20,0
20,9
20,21
21,0
21,5
21,8
21,11
21,12
21,14
21,17
21,27
21,31
22,1
22,11
22,13
22,14
22,21
22,24
22,26
22,27
22,33
23,3
23,13
23,25
23,27
24,4
24,8
24,12
24,15
24,19
24,20
24,22
24,25
25,0
25,6
25,16
25,21
25,27
25,30
26,2
26,8
26,15
26,17
26,20
26,23
27,10
27,11
27,12
27,16
27,17
27,19
27,20
28,5
28,16
28,20
28,22
28,26
29,7
29,15
29,21
29,23
29,31
29,32
29,33
30,5
30,6
30,8
30,17
30,24
31,2
31,4
31,24
31,32
31,33
32,1
32,3
32,4
32,12
32,15
32,19
32,22
32,23
33,2
33,7
33,9
33,14
33,28
33,31
33,34
34,1
34,2
34,3
34,8
34,15
34,20
34,30
34,31
