0,2
0,12
0,25
0,31
0,34
0,39
1,3
1,5
1,12
1,19
1,24
1,25
1,26
1,31
1,35
1,38
2,30
2,38
3,2
3,8
3,9
3,12
3,14
3,16
3,24
3,32
3,38
3,39
4,5
4,9
4,15
4,17
4,21
4,22
4,23
4,37
5,1
5,2
5,3
5,4
5,11
5,12
5,15
5,19
5,21
5,22
5,34
6,2
6,9
6,17
6,23
6,34
6,35
7,0
7,6
7,15
7,16
7,27
7,28
7,31
7,36
8,1
8,6
8,9
8,11
8,14
8,15
8,16
8,18
8,28
8,29
8,30
8,32
8,39
9,4
9,11
9,15
9,19
9,24
9,28
9,30
9,34
9,37
9,38
10,2
10,3
10,5
10,8
10,9
10,11
10,15
10,17
10,23
10,24
10,32
10,33
10,35
10,37
11,5
11,7
11,9
11,17
11,19
11,24
11,31
11,32
11,33
12,0
12,2
12,8
12,16
12,17
12,22
12,23
12,28
12,30
12,33
12,37
12,38
13,0
13,9
13,21
13,29
13,31
13,38
14,3
14,12
14,30
14,31
14,33
14,38
15,5
15,14
15,18
15,19
15,22
15,23
16,10
16,12
16,15
16,20
16,31
16,37
16,39
17,0
17,9
17,19
17,24
17,28
17,29
17,31
17,36
17,37
18,14
18,23
18,26
18,35
19,1
19,5
19,8
19,9
19,11
19,12
19,15
19,20
19,23
19,29
19,31
19,32
19,37
19,38
20,0
20,14
20,15
20,19
20,21
20,24
20,25
20,32
21,6
21,7
21,12
21,20
21,27
21,31
21,36
21,39
22,0
22,2
22,13
22,25
22,37
22,39
23,2
23,11
23,12
23,27
23,29
23,34
23,35
24,1
24,7
24,8
24,15
24,18
24,26
24,37
25,6
25,13
25,14
25,18
25,27
25,39
26,0
26,3
26,11
26,15
26,18
26,20
26,35
27,10
27,12
27,13
27,21
27,22
27,24
27,28
27,32
27,37
28,2
28,3
28,22
28,24
28,30
28,37
29,4
29,6
29,8
29,20
29,23
29,33
29,35
30,13
30,15
30,23
30,33
30,36
31,0
31,11
31,19
31,30
31,34
31,37
32,2
32,9
32,12
32,20
32,23
32,33
32,34
33,6
33,9
33,11
33,16
33,25
33,27
33,28
33,30
33,31
33,35
33,37
34,0
34,12
34,23
34,24
34,26
34,28
34,31
34,36
35,4
35,12
35,14
35,16
35,28
35,31
35,37
35,39
36,8
36,10
36,13
36,29
37,1
37,2
37,4
37,5
37,8
37,16
37,17
37,18
37,26
38,1
38,10
38,14
38,28
38,34
38,39
39,3
39,13
39,18
39,24
39,25
39,27
