0,9
0,10
0,24
0,33
1,5
1,6
1,24
1,44
2,1
3,8
3,21
3,34
4,2
4,9
4,21
4,38
5,17
5,20
5,32
6,41
6,42
7,11
7,12
7,20
7,22
8,20
8,22
8,29
8,48
9,3
9,11
9,33
9,39
10,4
10,43
11,13
11,19
11,30
11,33
12,16
12,26
12,39
12,43
12,44
13,5
13,34
13,37
13,49
14,13
14,22
14,24
14,38
15,3
15,4
15,14
16,26
16,36
16,43
17,2
17,31
17,37
17,40
18,5
18,17
18,46
19,29
19,44
19,47
20,43
20,45
21,5
21,13
21,18
21,20
21,41
21,42
21,43
22,7
22,34
22,36
23,9
23,21
23,25
23,29
23,30
23,38
24,12
24,42
25,22
25,34
26,17
26,35
26,36
26,37
27,2
27,33
28,10
28,24
29,0
29,10
29,12
29,27
29,31
30,7
30,15
30,16
30,28
30,39
30,41
31,9
31,17
31,22
31,29
32,26
32,28
32,38
32,46
32,47
33,9
33,18
33,21
33,26
33,34
33,38
34,7
34,31
34,41
34,46
34,48
35,19
35,49
36,7
36,15
36,23
36,25
37,29
38,6
38,8
38,29
38,41
39,32
39,37
39,49
40,12
40,24
40,26
40,37
41,46
41,49
42,19
42,23
42,33
43,5
43,19
43,36
43,45
44,18
45,4
45,6
45,16
45,27
46,28
47,0
47,15
47,35
47,40
48,27
48,33
49,22
49,32
49,40
49,42
