0,31
1,8
1,13
1,25
2,33
3,27
3,39
4,32
4,33
4,34
5,24
5,25
5,27
5,32
6,5
6,20
7,6
7,18
7,19
8,1
8,11
9,8
9,26
9,28
10,14
10,22
10,23
10,27
10,39
11,6
11,23
12,11
12,39
13,0
13,7
13,15
13,29
14,4
15,19
15,21
15,26
15,31
16,2
16,17
16,22
16,33
17,0
17,1
17,2
17,11
17,35
18,1
18,15
18,25
18,39
19,2
19,3
20,25
21,12
21,14
21,19
21,32
21,33
22,24
22,25
22,30
23,3
23,6
24,26
24,36
25,17
25,27
25,31
26,12
26,21
27,0
27,15
28,24
28,37
29,7
29,11
29,13
30,5
30,9
30,12
30,16
31,1
31,15
31,30
31,32
31,39
32,9
32,37
33,26
33,38
34,1
34,20
35,26
35,31
36,13
36,28
36,38
37,15
38,5
38,10
38,19
39,15
39,18
39,19
