56.957,27.251
20.308,28.549
12.265,71.52
36.187,61.86
77.516,57.912
61.58,52.518
20.393,57.036
93.3,95.393
35.029,28.846
64.498,72.031
102.79,16.207
24.646,70.096
65.371,13.208
101.12,80.866
81.784,14.34
106.44,93.894
86.556,59.338
25.76,47.859
21.393,11.089
101.91,38.131
37.553,41.294
54.707,72.82
10.523,92.221
63.903,93.41
42.788,52.603
74.281,41.083
106.84,61.998
78.692,107.95
54.484,84.396
89.82,18.022
28.895,98.515
82.555,81.627
32.249,13.375
52.172,9.3283
97.719,27.666
17.337,38.737
53.606,18.167
16.086,85.724
98.513,61.377
68.347,60.61
