101.29,105.27
27.203,21.887
77.627,17.382
60.54,61.034
94.114,56.485
47.346,75.143
82.126,60.005
42.771,23
66.609,34.215
12.445,83.493
32.279,52.24
76.78,43.923
76.342,78.405
52.231,9.9578
41.086,50.431
35.027,27.705
96.777,47.118
84.911,47.679
88.851,83.508
87.041,102.93
51.864,91.35
84.885,24.725
59.442,96.428
66.803,23.475
82.871,90.558
86.996,39.852
61.406,16.995
19.171,21.629
22.761,13.497
100.96,77.667
66.279,89.54
8.0522,94.544
69.257,107
32.673,74.642
16.348,70.596
100.83,66.009
9.6983,20.086
92.486,28.941
63.229,70.988
44.241,12.953
