0,10
0,12
0,13
0,29
1,2
1,5
1,6
1,13
1,19
2,18
2,19
2,21
2,27
2,31
2,32
2,33
3,5
3,7
3,12
3,17
3,26
3,27
4,11
4,14
4,20
4,26
4,28
4,30
5,10
5,15
5,20
5,26
6,8
6,10
6,20
6,31
7,5
7,9
7,14
7,21
7,24
7,28
7,30
7,31
8,13
8,14
8,16
8,22
9,16
9,17
9,26
9,29
10,0
10,7
10,8
10,15
10,21
10,22
10,23
10,24
11,21
11,23
11,34
12,4
12,19
12,29
12,33
12,34
13,0
13,2
13,11
13,14
13,18
13,19
13,32
14,3
14,4
14,11
14,12
14,33
15,1
15,28
15,34
16,13
16,17
16,30
16,32
16,33
16,34
17,1
17,3
17,6
17,29
17,33
18,3
18,12
18,17
18,19
18,28
19,5
19,17
19,21
19,32
20,6
20,7
20,9
20,18
20,29
20,31
21,12
21,22
21,25
21,30
22,4
22,12
22,14
22,21
22,27
22,31
22,33
23,0
23,13
23,24
23,28
24,13
24,15
24,16
24,17
24,22
25,10
25,12
25,16
25,19
25,22
25,24
25,28
25,29
25,31
26,2
26,5
26,23
26,24
27,1
27,4
27,21
27,23
27,26
28,5
28,9
28,11
28,17
28,27
28,30
29,1
29,2
29,3
29,13
29,16
29,21
30,0
30,8
30,19
31,1
31,4
31,5
31,16
31,24
31,32
31,34
32,6
32,9
32,14
32,25
32,27
33,16
33,34
34,6
34,8
34,22
